timestamp,open,high,low,close,volume,price
2025-05-08,97030.5,104145.76,96876.29,103261.6,34962.02847,103261.6
2025-05-09,103261.61,104361.3,102315.14,102971.99,27617.39907,102971.99
2025-05-10,102971.99,104984.57,102818.76,104809.53,15324.78611,104809.53
2025-05-11,104809.53,104972.0,103345.06,104118.0,17987.12197,104118.0
2025-05-12,104118.0,105819.45,100718.37,102791.32,31272.77792,102791.32
2025-05-13,102791.32,104976.25,101429.7,104103.72,21253.42409,104103.72
2025-05-14,104103.72,104356.95,102602.05,103507.82,16452.9081,103507.82
2025-05-15,103507.83,104192.7,101383.07,103763.71,17998.98604,103763.71
2025-05-16,103763.71,104550.33,103100.49,103463.9,15683.88024,103463.9
2025-05-17,103463.9,103709.86,102612.5,103126.65,11250.89622,103126.65
2025-05-18,103126.65,106660.0,103105.09,106454.26,21599.98726,106454.26
2025-05-19,106454.27,107108.62,102000.0,105573.74,30260.03524,105573.74
2025-05-20,105573.73,107320.0,104184.72,106849.99,23705.48275,106849.99
2025-05-21,106850.0,110797.38,106100.01,109643.99,45531.040345,109643.99
2025-05-22,109643.99,111980.0,109177.37,111696.21,31630.77313,111696.21
2025-05-23,111696.22,111800.0,106800.0,107318.3,31737.72309,107318.3
2025-05-24,107318.3,109506.03,106875.41,107761.91,16782.53129,107761.91
2025-05-25,107761.9,109299.99,106600.64,109004.19,17710.04695,109004.19
2025-05-26,109004.2,110422.22,108670.58,109434.79,14649.11593,109434.79
2025-05-27,109434.78,110718.0,107516.57,108938.17,21276.65635,108938.17
2025-05-28,108938.17,109284.7,106769.43,107781.78,15633.78829,107781.78
2025-05-29,107781.78,108891.91,105322.86,105589.75,19834.70116,105589.75
2025-05-30,105589.75,106313.12,103621.0,103985.48,23706.49799,103985.48
2025-05-31,103985.47,104900.0,103068.55,104591.88,11289.35922,104591.88
2025-06-01,104591.88,105866.91,103752.49,105642.93,9709.70006,105642.93
2025-06-02,105642.93,105935.63,103659.88,105857.99,13453.98813,105857.99
2025-06-03,105858.0,106794.67,104872.5,105376.89,13259.52634,105376.89
2025-06-04,105376.9,106000.0,104179.0,104696.86,14034.89482,104696.86
2025-06-05,104696.86,105909.71,100372.26,101508.68,22321.50154,101508.68
2025-06-06,101508.69,105333.0,101095.8,104288.44,15839.07385,104288.44
2025-06-07,104288.43,105900.0,103871.09,105552.15,8344.93206,105552.15
2025-06-08,105552.15,106488.14,104964.14,105734.0,8048.06305,105734.0
2025-06-09,105734.01,110530.17,105318.37,110263.02,19975.37451,110263.02
2025-06-10,110263.02,110400.0,108331.03,110274.39,17071.82839,110274.39
2025-06-11,110274.39,110392.01,108064.0,108645.12,13115.91638,108645.12
2025-06-12,108645.13,108813.55,105671.72,105671.73,17778.67218,105671.73
2025-06-13,105671.74,106179.53,102664.31,106066.59,26180.81734,106066.59
2025-06-14,106066.59,106252.0,104300.0,105414.64,8798.93969,105414.64
2025-06-15,105414.63,106128.57,104867.64,105689.65,4965.44648,105689.65
